t,x_med,y_med,z_med,dx_med,dy_med,dz_med,ddx_med,ddy_med,ddz_med,dddx_med,dddy_med,dddz_med,x_ref,y_ref,z_ref,dx_ref,dy_ref,dz_ref,ddx_ref,ddy_ref,ddz_ref,dddx_ref,dddy_ref,dddz_ref,roll_med,pitch_med,yaw_med,roll_ref,pitch_ref,yaw_ref,roll_e,pitch_e,yaw_e,q1_med,q2_med,q3_med,q4_med,q5_med,q6_med,dq1_med,dq2_med,dq3_med,dq4_med,dq5_med,dq6_med,ddq1_med,ddq2_med,ddq3_med,ddq4_med,ddq5_med,ddq6_med,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,dq1_ref,dq2_ref,dq3_ref,dq4_ref,dq5_ref,dq6_ref,ddq1_ref,ddq2_ref,ddq3_ref,ddq4_ref,ddq5_ref,ddq6_ref,KP1,KP2,KP3,KP4,KP5,KP6,KD1,KD2,KD3,KD4,KD5,KD6,u1,u2,u3,u4,u5,u6,J
0.0,0.1501561833031806,-0.5532637729168742,0.20330682781188977,0.003193286767714295,0.006031598333414564,-0.012067652211496024,0.09496375967653413,0.18079031606367552,-0.36212553516882856,0.0,0.0,0.0,0.14999578666666663,-0.5535639822222223,0.2039110177777779,-6.399999999976794e-06,5.333333333486697e-07,5.333333332746548e-07,-0.00019199999999930384,1.600000000046009e-05,1.5999999998239645e-05,0.0,0.0,0.0,1.7100573528752603,-0.14094204414825007,-2.0520171504861913,1.7051580455065511,-0.14559767193267048,-2.0515610047059543,-0.005088961444269245,0.001813321311393935,-0.00015340143770842902,2.0716054703909696,-1.8958600893076543,-1.917273778502003,-0.577643159418938,1.2650156266213648,1.7600541658244824,-0.0007182624774991193,-0.00038804258528813833,-0.003352157159742342,-0.07514186553414696,0.07769253594702118,0.02315832883463718,-0.02154787432497358,-0.01164127755864415,-0.10056471479227026,-2.254255966024409,2.3307760784106355,0.6947498650391154,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.0004550977289820013,26.500937141557312,12.61286658016735,1.2742561138024535,-0.03462387037636455,-1.1495119188742464e-06,3.8293627659840003e-07
0.03333333333333333,0.15039015877049186,-0.5528207733227488,0.20242875177834574,0.005711889992477193,0.010953805162275834,-0.021534460840450225,0.07379372817694962,0.1447914620541663,-0.2857058666239329,0.0,0.0,0.0,0.14999542068148145,-0.5535640939456791,0.20391117272098777,-1.0979555555519956e-05,-3.351703703676397e-06,4.648296296183574e-06,-0.00013738666666629484,-0.000116551111110752,0.00012344888888726757,0.0,0.0,0.0,1.717199555097715,-0.13413246813907106,-2.0526738501976767,1.7051574560963207,-0.14559882447907416,-2.0515618688972137,-0.012519801177497965,0.004453098172599869,-0.0003713889192852038,2.071556240702068,-1.8958889479476175,-1.917517952666391,-0.5831180782836791,1.2706853631722121,1.7617205477082467,-0.0012240146038731679,-0.0007065203276958968,-0.00600086900767279,-0.13454566580620403,0.13929224299928605,0.04104708062016307,-0.015172563791221453,-0.009554332272232752,-0.07946135543791347,-1.782114008161712,1.8479912115679467,0.5366625535657769,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.000004754954336,9.0,9.0,9.0,6.0,6.0,6.000093668705038,6.0,6.0,6.0,0.0017726150221988313,26.553322557815697,12.652043327021161,1.285996759204729,-0.03594409770003221,-1.1583310871587926e-06,21.468038610728755
0.06666666666666667,0.15067983520445988,-0.5522630827044791,0.2013444089639783,0.00764154188870876,0.014949630228373931,-0.028776675687596537,0.05511136788364687,0.11371772849951033,-0.2209637231455232,0.0,0.0,0.0,0.14999473592467485,-0.5535645653171798,0.2039116743865241,-2.054270419749038e-05,-1.4141145020533467e-05,1.504996609038578e-05,-0.0002868944592591127,-0.0003236832395057121,0.0003120500938260662,0.0,0.0,0.0,1.7260318603907077,-0.12565142768890988,-2.0534867900791127,1.705155599586659,-0.14560211941252518,-2.051563714121198,-0.021747624137843008,0.007701407061033066,-0.0006325265486680142,2.0715008735224694,-1.895925850427404,-1.917821038890712,-0.5899045999675175,1.2777074305062026,1.7637455702138427,-0.001515348459924451,-0.0009735563716258658,-0.008062014155642186,-0.18057898894550295,0.18687209434623947,0.05418281031864179,-0.0087400156815385,-0.008011081317899071,-0.06183435443908185,-1.3809996941789673,1.4273955404086027,0.39407189095436146,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.999999466570287,9.000026677059775,8.999998363400737,9.0,9.0,6.0,5.999999009727933,6.000293668705038,5.9999810919908665,6.0,6.0,0.004674504589992301,26.59722289687712,12.684430663361232,1.296642659715869,-0.03680192876135158,-1.321897849959619e-06,15.791346096212262
0.1,0.15100917952305123,-0.5516138696051174,0.2001102831253468,0.009056106701069568,0.01816721553920229,-0.034149171846939524,0.038757848356728034,0.08721249079322108,-0.16686717166008333,0.0,0.0,0.0,0.1499936162421336,-0.5535652920506415,0.20391242139660143,-3.359047623807676e-05,-2.18020038525187e-05,2.241030232010092e-05,-0.0003914331612175914,-0.00022982576495955698,0.0002208100868914542,0.0,0.0,0.0,1.736081509204698,-0.11590430517096124,-2.054427415953039,1.7051527682294354,-0.1456072859002122,-2.051566720809299,-0.03231317291760368,0.011366617745414658,-0.0009155978459187081,2.071445624990121,-1.8959687639717357,-1.918169931791252,-0.597664754320053,1.2857103278885265,1.7660038596151295,-0.0016100868002742372,-0.0011827896771781509,-0.009665196062681231,-0.21539608336587537,0.2223486457618865,0.06322672479861692,-0.0028421502104935843,-0.006276999166568549,-0.04809545721117136,-1.044512832611173,1.0642965424694109,0.27131743439925404,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000000339799543,8.999997472270332,9.000080487911516,8.999993796242451,9.0,9.0,6.0000000695065125,5.999998211954876,6.0004936687050385,5.999944584255713,6.0,6.0,0.007311762639309771,26.63454799301701,12.710686376957852,1.3061893960046216,-0.03726673928782798,-1.5665628831929013e-06,11.889940411103142
0.13333333333333333,0.151363916825216,-0.550893519301858,0.19877390916056503,0.010017447429962502,0.020706115039154857,-0.03795296369396201,0.024476348980062665,0.06419133255247748,-0.12156956658588815,0.0,0.0,0.0,0.14999198418618762,-0.5535663175742799,0.2039134772680519,-4.8961678379170574e-05,-3.076570914970489e-05,3.167614351398858e-05,-0.0004611360642328144,-0.0002689111589155857,0.00027797523581662986,0.0,0.0,0.0,1.7469456092642432,-0.10523502277183494,-2.0554804358228713,1.705148740594658,-0.1456146207169973,-2.0515710722973592,-0.043829824028716914,0.015282174456939749,-0.0011997651831737637,2.0713948644710665,-1.8960155319447536,-1.9185523347419338,-0.6061204279105608,1.2943750648069905,1.7683938156782153,-0.0015519059811916155,-0.0013296226860828528,-0.010869791034528418,-0.2409121662654483,0.24741095362324633,0.06887469619458725,0.0017454245724786493,-0.004404990267141055,-0.03613784915541563,-0.765482486987188,0.7518692358407945,0.1694391418791099,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000001390836736,8.999992344252066,9.00018131299158,8.999984192867302,8.99999965272028,9.0,6.0000018733467675,5.999999462275977,6.000693668705039,5.999887942363433,5.99999488641133,6.0,0.008926167726237,26.666850485279667,12.732565848462372,1.314745461404441,-0.03741409058010492,-1.7130622378402904e-06,9.30384820643199
0.16666666666666666,0.1517317828242787,-0.5501195025726141,0.19737415598795002,0.010587126194884156,0.022656058933907906,-0.04046357678561388,0.012293032304370215,0.044519269899638655,-0.08418809718050364,0.0,0.0,0.0,0.14999000540407278,-0.553567543979183,0.20391474086679465,-5.9363463444794816e-05,-3.6792147093874424e-05,3.7907962282579535e-05,-0.0003120535519687273,-0.00018079313832508603,0.0001869545630577285,0.0,0.0,0.0,1.7582863425655104,-0.09393200353115286,-2.0566396735892645,1.705143907246639,-0.1456234152142511,-2.051576332645917,-0.055975020073850565,0.019306043494889957,-0.0014660266049673944,2.0713520217092016,-1.8960637056048597,-1.9189586742884346,-0.6150444397691497,1.3034321607322943,1.7708358034877218,-0.0013741572310266134,-0.0014066807641519945,-0.011750054608192043,-0.25878429259359403,0.26361223638049236,0.07179798825499402,0.005332462504950063,-0.0023117423420742516,-0.026407907209908717,-0.5361637898443721,0.4860384827173804,0.08769876181220296,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000003735759565,8.99998179922524,9.000343281481044,8.99996725070479,8.999999198397527,9.0,6.000006335611089,6.000005122534675,6.000893668705039,5.999811512298459,5.999987688112287,6.0,0.009781657390539378,26.69454712942884,12.750342847603113,1.3223271842521909,-0.037294077915553975,-1.8042416246588644e-06,7.631517786161949
0.19999999999999998,0.15210191567855588,-0.5493072321787608,0.19594282804361698,0.01081368928353418,0.024088543047687747,-0.041914773366840116,0.0018120306892065573,0.02767768195587095,-0.053423551296924374,0.0,0.0,0.0,0.1499878075344495,-0.5535688958942597,0.20391613433490743,-6.593608869832993e-05,-4.0557452304608906e-05,4.1804043383416225e-05,-0.00019717875760605352,-0.00011295915632203446,0.0001168824330251006,0.0,0.0,0.0,1.7698229013829025,-0.08223812210940301,-2.057906082641313,1.7051385689236886,-0.14563312376681745,-2.0515821660081244,-0.06848082882552144,0.023319070009039093,-0.0016972505063527783,2.0713187200361,-1.8961105115494892,-1.9193807653117105,-0.6242529247521569,1.3126554583256826,1.7732692747000551,-0.001124085872377462,-0.0014050124806387323,-0.012358505334916543,-0.27043113052467427,0.27233669732793137,0.07260208699832989,0.007502140759474538,5.004850539786767e-05,-0.01825352180173498,-0.3494051379324076,0.26173382842316967,0.024122962300076156,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000008041916894,8.999963144145124,9.000543281481043,8.99994076900761,8.99999868283839,9.0,6.000014021740743,6.00001810830284,6.00109366870504,5.999717339524418,5.999978269398989,6.0,0.009357204609773517,26.718684445496233,12.764821365440376,1.3290241652014954,-0.036963781256197425,-1.7526102689124912e-06,6.604733662628504
0.2333333333333333,0.1524646432254311,-0.5484702179956397,0.1945055435738015,0.010736676634878917,0.025067061083477636,-0.04250798533676172,-0.007266827393955691,0.013377715985764135,-0.028307550463488013,0.0,0.0,0.0,0.14998527474055778,-0.5535703158160847,0.2039175982677918,-7.598381675184562e-05,-4.2597654751534246e-05,4.391798653053947e-05,-0.00030143184160547065,-6.120607340776019e-05,6.34182944136974e-05,0.0,0.0,0.0,1.7813253591559945,-0.07035684825994182,-2.059285226413111,1.7051328595325577,-0.14564366080497795,-2.0515887609359282,-0.08112668256300543,0.027223596530012578,-0.0018787982879597091,2.0712948375077596,-1.8961528708030084,-1.9198120659011453,-0.6335981164963127,1.3218578444598383,1.7756498200477564,-0.0008523458576001658,-0.0013155225639289204,-0.012745513567000311,-0.277047545058007,0.2748266217924253,0.07181160262013839,0.00815220044331889,0.0026846975012943582,-0.011610246962513053,-0.1984924359999823,0.0746977339348175,-0.023714531345745103,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000014968854668,8.999933530355923,9.000743281481043,8.99990294225708,8.999998162949382,9.0,6.000024982768804,6.000041512730047,6.00129366870504,5.999609143231512,5.999966568640722,6.0,0.007469934046606674,26.739826806745143,12.776406956559432,1.3349033115020656,-0.03646990298389513,-1.5301191973460249e-06,6.010972561477846
0.26666666666666666,0.1528124060650731,-0.5476202669725118,0.19308264780930764,0.010410866539950303,0.02564894294398528,-0.04241507849687655,-0.014527948222333144,0.0013452942398249866,-0.007987321873630115,0.0,0.0,0.0,0.14998254136298284,-0.5535717603664705,0.20391908784936846,-8.200132724883365e-05,-4.333651157259292e-05,4.468744730011428e-05,-0.00018052531490964085,-2.2165704631760264e-05,2.3083823087244326e-05,0.0,0.0,0.0,1.792608273608212,-0.05845658324195089,-2.0607836261402444,1.7051269794804382,-0.14565461804241922,-2.0515957971378813,-0.09373245384877496,0.03094140863331882,-0.001999269678800616,2.0712802965438546,-1.8961881405548904,-1.9202467623209158,-0.6429618843163508,1.330887126922414,1.777946319531887,-0.0005749345639684523,-0.0011439025589501297,-0.012942432917746414,-0.2796245380867654,0.2721945231823224,0.06986719055598851,0.008322338808951408,0.00514860014936372,-0.005907580522383092,-0.07730979086275315,-0.07896295830308687,-0.05833236192449626,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000025047239507,8.99989023078189,9.000943281481042,8.999852579048076,8.999997703649278,9.0,6.000038157625893,6.000078935399374,6.001493668705041,5.9994923645098295,5.999952959601848,6.0,0.005474435224800067,26.757390263860078,12.785674744931155,1.3400273518102657,-0.03584345771480496,-1.271458361595812e-06,5.69828130700609
0.3,0.15313893864056738,-0.5467678363345935,0.1916902317671998,0.009879713975831213,0.025882448150510173,-0.04177740956297164,-0.02035501060003516,-0.008794644039769716,0.008403771085704986,0.0,0.0,0.0,0.14997970948408595,-0.5535733395191272,0.20392069420298037,-8.49563669066485e-05,-4.7374579702304705e-05,4.81906083568943e-05,-8.865118973444552e-05,-0.00012114204389135352,0.00010509483170340062,0.0,0.0,0.0,1.8035248590872885,-0.04667694082856687,-2.0624082098059047,1.705120682135828,-0.14566634450223456,-2.051603175759222,-0.1061527014749048,0.03441193413889378,-0.002049822745423046,2.071274036631398,-1.8962139611739839,-1.92067946527174,-0.6522506380358634,1.3396214668296895,1.7801383850180665,-0.0003168431037787045,-0.0008977132348540709,-0.012968203322403232,-0.2789832537525063,0.2654183058729534,0.06713037324225406,0.007742743805692432,0.007385679722881762,-0.0007731121397045634,0.019238530027772302,-0.20328651928107092,-0.08210451941203364,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000038636069547,8.999830848638055,9.001143281481042,8.999789162949927,8.999997355201,9.0,6.000052277543572,6.000133870751672,6.001693668705041,5.999372393390251,5.999937802868057,6.0,0.003036270898737592,26.771905997786497,12.793096422605927,1.3444802905392417,-0.03512414243084569,-9.099006610391314e-07,5.559759632207742
