t,x_med,y_med,z_med,dx_med,dy_med,dz_med,ddx_med,ddy_med,ddz_med,dddx_med,dddy_med,dddz_med,x_ref,y_ref,z_ref,dx_ref,dy_ref,dz_ref,ddx_ref,ddy_ref,ddz_ref,dddx_ref,dddy_ref,dddz_ref,roll_med,pitch_med,yaw_med,roll_ref,pitch_ref,yaw_ref,roll_e,pitch_e,yaw_e,q1_med,q2_med,q3_med,q4_med,q5_med,q6_med,dq1_med,dq2_med,dq3_med,dq4_med,dq5_med,dq6_med,ddq1_med,ddq2_med,ddq3_med,ddq4_med,ddq5_med,ddq6_med,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,dq1_ref,dq2_ref,dq3_ref,dq4_ref,dq5_ref,dq6_ref,ddq1_ref,ddq2_ref,ddq3_ref,ddq4_ref,ddq5_ref,ddq6_ref,L1,L2,L3,L4,L5,L6,K1,K2,K3,K4,K5,K6,u1,u2,u3,u4,u5,u6,J
0.0,0.150156184632492,-0.5532637730672443,0.20330682771222341,0.0031933133449142496,0.006031595327751231,-0.012067654205299778,0.09496455664787459,0.18079022565486208,-0.3621255956472579,0.0,0.0,0.0,0.14999578666666663,-0.5535639822222223,0.2039110177777779,-6.399999999976794e-06,5.333333333486697e-07,5.333333332746548e-07,-0.00019199999999930384,1.600000000046009e-05,1.5999999998239645e-05,0.0,0.0,0.0,1.7100573527125746,-0.14094204304159405,-2.0520171485157745,1.7051580455065511,-0.14559767193267048,-2.0515610047059543,-0.005088961055803561,0.0018133218502019081,-0.00015340333365829943,2.0716054723160537,-1.8958600905039014,-1.9172737772921926,-0.5776431588673807,1.2650156268863344,1.7600541659511766,-0.0007182239758064395,-0.0003880665102360327,-0.003352132963534302,-0.0751418545030036,0.07769254124641334,0.023158331368521357,-0.021546719274193184,-0.011641995307080981,-0.10056398890602906,-2.254255635090108,2.3307762373924,0.6947499410556407,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0004534300305251149,26.500935609260566,12.612866820488511,1.2742560949413104,-0.03462385879455382,-1.1496544370936945e-06,3.637862847578552e-07
0.03333333333333333,0.1503910824812006,-0.552818868828997,0.20242491301982102,0.0057301010207474355,0.01099252522715237,-0.021610864901395334,0.07432424868016652,0.14593918559533467,-0.2880059764034838,0.0,0.0,0.0,0.14999542068148145,-0.5535640939456791,0.20391117272098777,-1.0979555555519956e-05,-3.351703703676397e-06,4.648296296183574e-06,-0.00013738666666629484,-0.000116551111110752,0.00012344888888726757,0.0,0.0,0.0,1.717230462824907,-0.1341020486663956,-2.0526781114709745,1.7051574560963207,-0.14559882447907416,-2.0515618688972137,-0.012553085354476691,0.004463754872950624,-0.0003717927882448632,2.071555906527329,-1.895889024999124,-1.9175187157280762,-0.5831435371400653,1.2707096670193527,1.761728040607729,-0.0012307237664299134,-0.0007080454078626524,-0.006016146372184429,-0.1350548502880264,0.1397783164091722,0.041196936920550424,-0.015374993718704221,-0.009599366928798592,-0.07992040225950381,-1.7973898735506844,1.8625732548827658,0.541158166560872,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.000004471283042,5.0,5.0,5.0,1.0,1.0,1.000005408746072,1.0,1.0,1.0,0.001695638012923828,26.551789916180514,12.650888859111195,1.285670294259957,-0.03589045975390581,-1.1701566519084494e-06,20.27997590193291
0.06666666666666667,0.15068346655939957,-0.5522555016738595,0.20132939481816525,0.007700673508274766,0.015078843518738953,-0.029023970501354305,0.05628347747139526,0.11634220927332029,-0.2261433807859531,0.0,0.0,0.0,0.14999473592467485,-0.5535645653171798,0.2039116743865241,-2.054270419749038e-05,-1.4141145020533467e-05,1.504996609038578e-05,-0.0002868944592591127,-0.0003236832395057121,0.0003120500938260662,0.0,0.0,0.0,1.7261565127918652,-0.12552650196453893,-2.0535050834562694,1.705155599586659,-0.14560211941252518,-2.051563714121198,-0.021883596639273636,0.007743446071636068,-0.0006338979805591083,2.0714992289999103,-1.8959258335303324,-1.917822727511144,-0.5900105247814589,1.2778056704488305,1.76377491190302,-0.0015437918038443694,-0.0009721857601239462,-0.00808561778541713,-0.18235803625721458,0.18851284072594782,0.054669738212668816,-0.00939204112243368,-0.007924210567838812,-0.06208414239698102,-1.4190955790756457,1.462035729503268,0.40418403876355175,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.999999931059775,5.000020243053254,5.0,5.0,5.0,1.0,0.9999998422740313,1.0000254087460718,1.0,1.0,1.0,0.00428156743894792,26.59425884009772,12.682165665272422,1.29590203246773,-0.03667439581062054,-1.39365623053056e-06,13.7426371888079
0.1,0.15101818578945356,-0.5515948263206962,0.2000733141542114,0.00918050228417005,0.018446627341005845,-0.03466626102777369,0.04058780199127361,0.0914545000930653,-0.1751187064905727,0.0,0.0,0.0,0.1499936162421336,-0.5535652920506415,0.20391242139660143,-3.359047623807676e-05,-2.18020038525187e-05,2.241030232010092e-05,-0.0003914331612175914,-0.00022982576495955698,0.0002208100868914542,0.0,0.0,0.0,1.7363980760632483,-0.11558061758471186,-2.054476693424429,1.7051527682294354,-0.1456072859002122,-2.051566720809299,-0.032663307351565134,0.011470836378950387,-0.0009185075312341416,2.0714407393316034,-1.8959679952038084,-1.9181706224338992,-0.597942272072042,1.285960513669486,1.766075791723017,-0.0016843906340870158,-0.00116729538956335,-0.009653104383579187,-0.2194209578973992,0.22593447798842764,0.06424084247083212,-0.004217964907279388,-0.005853288883182116,-0.04702459794486169,-1.1118876492055385,1.1226491178743951,0.2871331277448992,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000088232623,4.9999998067538955,5.000040243053254,5.0,5.0,5.0,1.0000004944956444,0.9999994076542515,1.0000454087460717,1.0,1.0,1.0,0.006327904100975723,26.630619628169026,12.70769750399308,1.3050027935053938,-0.037049549236336465,-1.7688209376087727e-06,9.19245110166987
0.13333333333333333,0.15138178917234327,-0.5508551751678878,0.19870107651626923,0.010230675134464289,0.021199158964044465,-0.038833599734893635,0.026909342408300892,0.07004654534689632,-0.13281380712570592,0.0,0.0,0.0,0.14999198418618762,-0.5535663175742799,0.2039134772680519,-4.8961678379170574e-05,-3.076570914970489e-05,3.167614351398858e-05,-0.0004611360642328144,-0.0002689111589155857,0.00027797523581662986,0.0,0.0,0.0,1.7475879914540549,-0.10456442486102892,-2.0555858857046467,1.705148740594658,-0.1456146207169973,-2.0515710722973592,-0.044550399926749765,0.015488450130467485,-0.0012045946736868752,2.071383636689983,-1.896012786632046,-1.918546705555612,-0.60670043075522,1.294884329980336,1.7685340890134744,-0.0017035163771014707,-0.0012849270279357864,-0.010739363895449095,-0.24830349296269347,0.2537878188798082,0.07057955996609204,-0.0005737722904336443,-0.003528949151173095,-0.03258778535609725,-0.8664760519588274,0.8356002267414182,0.19016152485779758,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00000043096509,4.999999661050744,5.000060243053254,5.0,5.0,5.0,1.0000019160613671,0.9999985256129115,1.0000654087460716,1.0,1.0,1.0,0.007146339894737341,26.662443509951267,12.729368687039347,1.3131256927955985,-0.03709472093664368,-2.1147337474491934e-06,6.148468688552532
0.16666666666666666,0.15176271062301167,-0.55005202662589,0.19724889382177763,0.010909968542727466,0.02342614125422932,-0.041790189655169035,0.015220037221533207,0.05186914015236445,-0.09816678647148044,0.0,0.0,0.0,0.14999000540407278,-0.553567543979183,0.20391474086679465,-5.9363463444794816e-05,-3.6792147093874424e-05,3.7907962282579535e-05,-0.0003120535519687273,-0.00018079313832508603,0.0001869545630577285,0.0,0.0,0.0,1.7594219560367994,-0.0927214810830903,-2.056835221621507,1.705143907246639,-0.1456234152142511,-2.051576332645917,-0.057266859973798476,0.019661571477285665,-0.001472725799775929,2.071330072931871,-1.8960572850182411,-1.918936996254197,-0.6160984061744934,1.3043354272441245,1.7710732570286694,-0.001639113954610488,-0.0013182767332154642,-0.011385601936848597,-0.2707273393730324,0.2736178849023734,0.07430988029259834,0.0019320726747294814,-0.0010004911583903335,-0.01938714124198505,-0.6727153923101681,0.5949019806769539,0.11190960979518924,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00000122498876,4.999999564733058,5.0000802430532545,4.999982462056998,5.0,5.0,1.0000049058973839,0.9999970373196383,1.0000854087460715,0.99998,1.0,1.0,0.0071049221711846355,26.690005385979227,12.74746623560262,1.320320357286418,-0.03686204709019944,-2.458206019850806e-06,4.171583617694305
0.19999999999999998,0.1521506083265488,-0.5491989437802647,0.19574646994513312,0.01126253793120933,0.02519585852897816,-0.04375493838179781,0.005085665499342928,0.03632143496593649,-0.06976915770107706,0.0,0.0,0.0,0.1499878075344495,-0.5535688958942597,0.20391613433490743,-6.593608869832993e-05,-4.0557452304608906e-05,4.1804043383416225e-05,-0.00019717875760605352,-0.00011295915632203446,0.0001168824330251006,0.0,0.0,0.0,1.7716484944549369,-0.08025113906837518,-2.0582345303430776,1.7051385689236886,-0.14563312376681745,-2.0515821660081244,-0.070586649702017,0.0238760713823336,-0.0017050524942968954,2.0712803759779064,-1.8960984428945227,-1.919328226049718,-0.6259915157079061,1.3141124621715181,1.7736337257070178,-0.001540310397490133,-0.0012625831033691941,-0.011619796556036077,-0.2881046371259319,0.2867466601819978,0.07597933366449934,0.002964106713610651,0.001670808895388101,-0.007025838575624376,-0.5213189325869849,0.39386325838873315,0.05008360115702977,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000002679810549,4.999999651974041,5.000100243053255,4.999962462056998,5.0,5.0,1.0000101488257387,0.999994862708218,1.0001054087460715,0.99996,1.0,1.0,0.00577728538074973,26.714205375621106,12.762761859304144,1.3266991211227073,-0.0364093878560503,-2.690878275868336e-06,2.951562253820117
0.2333333333333333,0.15253611293141742,-0.5483077995374603,0.19421791001693214,0.011322296744046688,0.026565948792626602,-0.04491280483481011,-0.003819572869881013,0.023059038058644118,-0.04659274609229717,0.0,0.0,0.0,0.14998527474055778,-0.5535703158160847,0.2039175982677918,-7.598381675184562e-05,-4.2597654751534246e-05,4.391798653053947e-05,-0.00030143184160547065,-6.120607340776019e-05,6.34182944136974e-05,0.0,0.0,0.0,1.7840614409591284,-0.06731660441772566,-2.0597981703825274,1.7051328595325577,-0.14564366080497795,-2.0515887609359282,-0.08432660866229705,0.02803671392507953,-0.0018859019521694272,2.07123317866909,-1.8961331613791435,-1.9197084168105445,-0.63626807112321,1.324048936989759,1.7761700309560002,-0.0014573829754917686,-0.0011152307268738415,-0.011477080735208676,-0.3015659873480542,0.294311716425483,0.07605254953448373,0.002487822659950933,0.004420571294860576,0.004281474624822011,-0.4038405066636691,0.22695168730455512,0.0021964760995315386,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000004985906385,5.000000119868802,5.000120243053255,4.999942462056998,5.0,5.0,1.000018292804925,0.9999920334328936,1.0001254087460714,0.9999399999999999,1.0,1.0,0.0030497623480925107,26.735510066292203,12.775615540049838,1.3323426413342712,-0.03578325006035735,-2.7629292108644066e-06,2.2468645670943665
0.26666666666666666,0.15291172292420316,-0.5473890310501025,0.19268262301142763,0.011137471859217258,0.027585840557417383,-0.04541898561917576,-0.01109651982195839,0.011776010560720805,-0.027762083403900743,0.0,0.0,0.0,0.14998254136298284,-0.5535717603664705,0.20391908784936846,-8.200132724883365e-05,-4.333651157259292e-05,4.468744730011428e-05,-0.00018052531490964085,-2.2165704631760264e-05,2.3083823087244326e-05,0.0,0.0,0.0,1.7964927520039617,-0.054050645818757265,-2.0615413123578743,1.7051269794804382,-0.14565461804241922,-2.0515957971378813,-0.09833833386759955,0.032064979387641565,-0.002002503848799424,2.071187243602439,-1.896159034964073,-1.9200662353427262,-0.6468418302921082,1.334008312471704,1.778648231105669,-0.0014044956581810081,-0.0008892152742156238,-0.01098206422203625,-0.3119971791606458,0.29729141511405716,0.07491485283820544,0.0015866195193228177,0.006780463579746534,0.014850495395172778,-0.3129357543777479,0.08939096065722485,-0.03413090088834861,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000008251095181,5.000001260948632,5.000140243053255,4.999922462056998,5.0,5.0,1.0000298349607775,0.9999887547324824,1.0001454087460713,0.9999199999999999,1.0,1.0,0.0003105748971726774,26.753309800627235,12.786563209203605,1.3373194455208055,-0.03501370670398962,-2.7899279673171407e-06,1.8865011791709825
0.3,0.15327097958907687,-0.5464520306066014,0.19115630242899467,0.01074454862023579,0.02829446487120593,-0.04539894321399415,-0.017131387786919496,0.00208568414257516,-0.012413581936986728,0.0,0.0,0.0,0.14997970948408595,-0.5535733395191272,0.20392069420298037,-8.49563669066485e-05,-4.7374579702304705e-05,4.81906083568943e-05,-8.865118973444552e-05,-0.00012114204389135352,0.00010509483170340062,0.0,0.0,0.0,1.80880639162856,-0.040562772004506795,-2.0634793919297723,1.705120682135828,-0.14566634450223456,-2.051603175759222,-0.11250176029325218,0.03589731652727973,-0.0020443225345058193,2.071140460343503,-1.896174170920597,-1.9203908989326166,-0.6576462937185665,1.3438790816907336,1.7810437249859121,-0.0014038303981181901,-0.0005991242218861856,-0.010153959871817712,-0.32008832824938294,0.29651252275194395,0.07288149521759764,1.9957801884539332e-05,0.008702731569883146,0.024843130506556118,-0.2427344726621152,-0.023366770863396197,-0.06100072861823421,2.0716413835148444,-1.8958406871783897,-1.917106170644016,-0.5738860661422306,1.2611309998240137,1.7588962493827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00001253224328,5.0000034341836255,5.000160243053255,4.999902462056998,5.0,5.0,1.000045136743692,0.9999853917184546,1.0001654087460712,0.9998999999999999,1.0,1.0,-0.0027611455793489226,26.76816765109143,12.796050502890445,1.3417127193581413,-0.03413894686136623,-2.6903370955455586e-06,1.7516492091172458
